,BALANCE,Cluster Number,,,,,,
2057,1262.645703,6,,,,,,
2058,4196.43487,10,,,,,,
2059,1051.484848,0,,,,,,
2060,44.525353,16,,,,,,
2061,137.775633,13,,,,,,
2062,2550.025268,2,,,,,,
2063,2828.765822,8,,,,,,
2064,1452.469721,19,,,,,,
2065,2796.379188,8,,,,,,
2066,1414.878106,7,,,,,,
2067,137.636267,13,,,,,,
2068,482.799015,15,,,,,,
2069,291.510745,5,,,,,,
2070,4955.580535,9,,,,,,
2071,876.366489,11,,,,,,
2072,3250.621234,1,,,,,,
2073,8.048086,16,,,,,,
2074,788.9737,11,,,,,,
2075,1364.528932,7,,,,,,
2076,25.35204,16,,,,,,
2077,2986.422406,1,,,,,,
2078,1389.583627,7,,,,,,
2079,8636.950854,8,,,,,,
2080,7698.663007,8,,,,,,
2081,1998.339616,14,,,,,,
2082,2048.573881,14,,,,,,
2083,463.512203,15,,,,,,
2084,1109.911791,6,,,,,,
2085,1073.42481,0,,,,,,
2086,3386.490883,3,,,,,,
2087,1681.16287,4,,,,,,
2088,10599.4423,19,,,,,,
2089,840.50105,11,,,,,,
2090,7506.908599,1,,,,,,
2091,231.983056,17,,,,,,
2092,4811.886042,9,,,,,,
2093,981.098292,0,,,,,,
2094,120.220573,13,,,,,,
2095,2598.580674,2,,,,,,
2096,164.377503,17,,,,,,
2097,634.521032,12,,,,,,
2098,1134.648238,6,,,,,,
2099,26.325409,16,,,,,,
2100,1756.078137,4,,,,,,
2101,3214.530319,1,,,,,,
2102,41.936627,16,,,,,,
2103,1346.309166,7,,,,,,
2104,329.388289,5,,,,,,
2105,2537.892884,2,,,,,,
2106,3287.231954,1,,,,,,
2107,84.067421,13,,,,,,
2108,1721.232782,4,,,,,,
2109,231.995439,17,,,,,,
2110,430.282584,15,,,,,,
2111,1956.295501,14,,,,,,
2112,916.200655,11,,,,,,
2113,699.586726,12,,,,,,
2114,4478.312669,9,,,,,,
2115,740.826233,12,,,,,,
2116,120.984184,13,,,,,,
2117,1477.102808,19,,,,,,
2118,1301.800738,7,,,,,,
2119,1222.164025,6,,,,,,
2120,4059.059276,10,,,,,,
2121,1189.665497,6,,,,,,
2122,1220.359151,6,,,,,,
2123,1167.863521,6,,,,,,
2124,2508.405988,2,,,,,,
2125,208.362536,17,,,,,,
2126,33.528505,16,,,,,,
2127,478.834962,15,,,,,,
2128,132.730466,13,,,,,,
2129,312.636004,5,,,,,,
2130,2235.729892,18,,,,,,
2131,7021.942957,18,,,,,,
2132,309.150506,5,,,,,,
2133,273.247883,17,,,,,,
2134,31.296491,16,,,,,,
2135,374.552852,5,,,,,,
2136,146.756706,13,,,,,,
2137,422.723099,15,,,,,,
2138,1571.382204,19,,,,,,
2139,2696.774474,8,,,,,,
2140,3932.482783,10,,,,,,
2141,349.086448,5,,,,,,
2142,12.281874,16,,,,,,
2143,6460.838794,9,,,,,,
2144,139.449391,13,,,,,,
2145,1777.440238,4,,,,,,
2146,805.520824,11,,,,,,
2147,713.959917,12,,,,,,
2148,1784.421367,4,,,,,,
2149,1441.679257,7,,,,,,
2150,226.03038,17,,,,,,
2151,13.036611,16,,,,,,
2152,4223.867789,10,,,,,,
2153,5067.576984,10,,,,,,
2154,62.788771,16,,,,,,
2155,3188.47034,1,,,,,,
2156,2737.420448,8,,,,,,
2157,1502.926021,19,,,,,,
2158,951.061932,0,,,,,,
2159,10905.05381,1,,,,,,
2160,68.20838,13,,,,,,
2161,1297.153644,7,,,,,,
2162,121.024256,13,,,,,,
2163,1003.704494,0,,,,,,
2164,1094.300448,0,,,,,,
2165,1467.162166,19,,,,,,
2166,1649.276603,4,,,,,,
2167,2660.420641,8,,,,,,
2168,44.204396,16,,,,,,
2169,379.767959,5,,,,,,
2170,7.066111,16,,,,,,
2171,1051.215365,0,,,,,,
2172,447.941813,15,,,,,,
2173,1089.528456,0,,,,,,
2174,1432.326731,7,,,,,,
2175,97.000375,13,,,,,,
2176,5.016768,16,,,,,,
2177,238.962984,17,,,,,,
2178,0,16,,,,,,
2179,4550.397004,9,,,,,,
2180,2005.414367,14,,,,,,
2181,2494.774127,2,,,,,,
2182,4623.886448,9,,,,,,
2183,1945.906455,14,,,,,,
2184,2598.802288,2,,,,,,
2185,3086.75297,1,,,,,,
2186,46.461265,16,,,,,,
2187,390.55064,5,,,,,,
2188,250.060059,17,,,,,,
2189,5570.18253,1,,,,,,
2190,2113.287399,18,,,,,,
2191,1205.191816,6,,,,,,
2192,2586.357487,2,,,,,,
2193,1543.194492,19,,,,,,
2194,3677.471434,3,,,,,,
2195,203.024867,17,,,,,,
2196,5926.837633,1,,,,,,
2197,1479.020821,19,,,,,,
2198,532.805392,15,,,,,,
2199,36.023577,16,,,,,,
2200,3084.618021,1,,,,,,
2201,52.575297,16,,,,,,
2202,1166.500558,6,,,,,,
2203,1781.739723,4,,,,,,
2204,2882.954391,8,,,,,,
2205,4068.162699,10,,,,,,
2206,5432.113514,3,,,,,,
2207,24.463674,16,,,,,,
2208,202.996947,17,,,,,,
2209,28.924276,16,,,,,,
2210,7764.210895,2,,,,,,
2211,1219.914858,6,,,,,,
2212,9226.107838,18,,,,,,
2213,689.697644,12,,,,,,
2214,4158.137668,10,,,,,,
2215,5995.793488,3,,,,,,
2216,131.260514,13,,,,,,
2217,288.978275,5,,,,,,
2218,331.686553,5,,,,,,
2219,1504.334228,19,,,,,,
2220,1928.971964,14,,,,,,
2221,391.385478,5,,,,,,
2222,684.658511,12,,,,,,
2223,5.120644,16,,,,,,
2224,1685.020731,4,,,,,,
2225,313.87913,5,,,,,,
2226,619.974954,12,,,,,,
2227,1380.728565,7,,,,,,
2228,40.343354,16,,,,,,
2229,147.838347,13,,,,,,
2230,69.141919,13,,,,,,
2231,0.672519,16,,,,,,
2232,4677.021295,9,,,,,,
2233,33.31938,16,,,,,,
2234,1748.310383,4,,,,,,
2235,931.674532,11,,,,,,
2236,1475.871356,19,,,,,,
2237,992.424289,0,,,,,,
2238,105.642966,13,,,,,,
2239,1156.813935,6,,,,,,
2240,3797.995726,3,,,,,,
2241,107.452196,13,,,,,,
2242,4181.216991,10,,,,,,
2243,162.94835,17,,,,,,
2244,2382.328208,2,,,,,,
2245,55.707056,16,,,,,,
2246,902.491328,11,,,,,,
2247,1599.306976,19,,,,,,
2248,970.322769,0,,,,,,
2249,5815.890916,3,,,,,,
2250,1738.377115,4,,,,,,
2251,21.311946,16,,,,,,
2252,462.916347,15,,,,,,
2253,1281.276331,7,,,,,,
2254,632.807858,12,,,,,,
2255,2463.60548,2,,,,,,
2256,1236.635476,6,,,,,,
2257,1563.48528,19,,,,,,
2258,6877.284986,14,,,,,,
2259,598.423093,12,,,,,,
2260,955.415962,0,,,,,,
2261,847.191896,11,,,,,,
2262,44.174721,16,,,,,,
2263,7820.331303,3,,,,,,
2264,937.276757,11,,,,,,
2265,776.255666,11,,,,,,
2266,815.832195,11,,,,,,
2267,4939.64603,9,,,,,,
2268,1053.59473,0,,,,,,
2269,1877.424948,14,,,,,,
2270,8.928211,16,,,,,,
2271,2139.919711,18,,,,,,
2272,137.909416,13,,,,,,
2273,1301.549278,7,,,,,,
2274,287.140554,5,,,,,,
2275,26.621291,16,,,,,,
2276,6887.915143,9,,,,,,
2277,740.382347,12,,,,,,
2278,2719.526277,8,,,,,,
2279,9.75539,16,,,,,,
2280,1689.319684,4,,,,,,
2281,62.053779,16,,,,,,
2282,1417.474456,7,,,,,,
2283,1613.321542,19,,,,,,
2284,392.194003,5,,,,,,
2285,936.041324,11,,,,,,
2286,527.761784,15,,,,,,
2287,1283.402142,7,,,,,,
2288,5355.922523,19,,,,,,
2289,15.236618,16,,,,,,
2290,153.003135,13,,,,,,
2291,248.200613,17,,,,,,
2292,1466.91925,19,,,,,,
2293,1777.056105,4,,,,,,
2294,475.171266,15,,,,,,
2295,1117.683394,6,,,,,,
2296,6891.424677,1,,,,,,
2297,14.68344,16,,,,,,
2298,1475.973063,19,,,,,,
2299,986.583117,0,,,,,,
2300,955.41412,0,,,,,,
2301,447.808002,15,,,,,,
2302,3304.423662,1,,,,,,
2303,1135.629139,6,,,,,,
2304,933.150722,11,,,,,,
2305,1055.369866,0,,,,,,
2306,5897.491823,3,,,,,,
2307,0,16,,,,,,
2308,21.377711,16,,,,,,
2309,4920.036231,9,,,,,,
2310,4071.792166,10,,,,,,
2311,1138.534442,6,,,,,,
2312,1158.67621,6,,,,,,
2313,2093.844656,18,,,,,,
2314,299.464702,5,,,,,,
2315,21.928045,16,,,,,,
2316,657.223335,12,,,,,,
2317,74.34204,13,,,,,,
2318,2664.700424,8,,,,,,
2319,900.482738,11,,,,,,
2320,1146.202492,6,,,,,,
2321,9.72453,16,,,,,,
2322,3037.608728,1,,,,,,
2323,25.184241,16,,,,,,
2324,1100.941072,0,,,,,,
2325,64.078171,16,,,,,,
2326,1.059425,16,,,,,,
2327,1095.041551,0,,,,,,
2328,234.700486,17,,,,,,
2329,7156.345546,9,,,,,,
2330,1435.703308,7,,,,,,
2331,325.024091,5,,,,,,
2332,4395.237251,9,,,,,,
2333,25.379719,16,,,,,,
2334,400.69973,5,,,,,,
2335,3044.269636,1,,,,,,
2336,435.905875,15,,,,,,
2337,5257.807308,9,,,,,,
2338,3860.238072,10,,,,,,
2339,1514.750841,19,,,,,,
2340,6509.334652,3,,,,,,
2341,3338.863375,1,,,,,,
2342,3281.958491,1,,,,,,
2343,5932.367808,8,,,,,,
2344,994.367302,0,,,,,,
2345,5925.120611,19,,,,,,
2346,162.54754,17,,,,,,
2347,1070.486185,0,,,,,,
2348,4059.211725,10,,,,,,
2349,8356.277203,3,,,,,,
2350,929.115076,11,,,,,,
2351,2159.370933,18,,,,,,
2352,4523.499003,9,,,,,,
2353,753.703481,12,,,,,,
2354,3778.609797,3,,,,,,
2355,947.457151,0,,,,,,
2356,606.323282,12,,,,,,
2357,73.379518,13,,,,,,
2358,516.49276,15,,,,,,
2359,906.107168,11,,,,,,
2360,2220.063789,18,,,,,,
2361,15532.33972,2,,,,,,
2362,205.123752,17,,,,,,
2363,788.257316,11,,,,,,
2364,1073.370435,0,,,,,,
2365,1381.753281,7,,,,,,
2366,405.162601,5,,,,,,
2367,372.924756,5,,,,,,
2368,55.681483,16,,,,,,
2369,2092.855291,18,,,,,,
2370,556.912886,15,,,,,,
2371,6.121105,16,,,,,,
2372,19.112841,16,,,,,,
2373,7803.470739,18,,,,,,
2374,5274.508501,8,,,,,,
2375,1887.061349,14,,,,,,
2376,152.227891,13,,,,,,
2377,1193.351573,6,,,,,,
2378,2544.036536,2,,,,,,
2379,63.064197,16,,,,,,
2380,3.29042,16,,,,,,
2381,182.959331,17,,,,,,
2382,5082.971064,9,,,,,,
2383,2817.403474,8,,,,,,
2384,320.35306,5,,,,,,
2385,2801.239086,8,,,,,,
2386,126.289657,13,,,,,,
2387,7985.621826,14,,,,,,
2388,1084.131331,0,,,,,,
2389,5520.201751,10,,,,,,
2390,109.594389,13,,,,,,
2391,2416.771489,2,,,,,,
2392,5701.848812,3,,,,,,
2393,2866.054641,8,,,,,,
2394,1352.301367,7,,,,,,
2395,495.069704,15,,,,,,
2396,1299.93337,7,,,,,,
2397,3020.900667,1,,,,,,
2398,608.752081,12,,,,,,
2399,4587.892398,9,,,,,,
2400,4005.344926,10,,,,,,
2401,534.75165,15,,,,,,
2402,34.387537,16,,,,,,
2403,11964.83264,10,,,,,,
2404,1553.505165,19,,,,,,
2405,10.106017,16,,,,,,
2406,397.003171,5,,,,,,
2407,611.561026,12,,,,,,
2408,4840.545574,9,,,,,,
2409,0,16,,,,,,
2410,1176.992085,6,,,,,,
2411,47.107274,16,,,,,,
2412,289.529643,5,,,,,,
2413,2689.040221,8,,,,,,
2414,14.871714,16,,,,,,
2415,35.360897,16,,,,,,
2416,1902.665938,14,,,,,,
2417,17.026818,16,,,,,,
2418,229.540732,17,,,,,,
2419,186.706199,17,,,,,,
2420,1264.152747,6,,,,,,
2421,160.15008,13,,,,,,
2422,12856.15251,3,,,,,,
2423,3034.686119,1,,,,,,
2424,2537.257188,2,,,,,,
2425,2376.483239,2,,,,,,
2426,3625.207579,3,,,,,,
2427,3904.008546,10,,,,,,
2428,59.263479,16,,,,,,
2429,1114.56327,6,,,,,,
2430,1128.717636,6,,,,,,
2431,451.905949,15,,,,,,
2432,6074.986862,9,,,,,,
2433,3490.186741,3,,,,,,
2434,1368.99507,7,,,,,,
2435,60.52124,16,,,,,,
2436,1961.322415,14,,,,,,
2437,4153.477506,10,,,,,,
2438,22.523964,16,,,,,,
2439,7593.590618,18,,,,,,
2440,46.054436,16,,,,,,
2441,8771.507851,4,,,,,,
2442,3008.66367,1,,,,,,
2443,215.213174,17,,,,,,
2444,96.155647,13,,,,,,
2445,1101.656754,0,,,,,,
2446,4779.786334,9,,,,,,
2447,765.880394,11,,,,,,
2448,4705.294706,9,,,,,,
2449,2008.461205,14,,,,,,
2450,2856.16815,8,,,,,,
2451,198.12512,17,,,,,,
2452,27.851354,16,,,,,,
2453,1487.657507,19,,,,,,
2454,10915.55075,1,,,,,,
2455,107.944741,13,,,,,,
2456,117.777688,13,,,,,,
2457,862.481024,11,,,,,,
2458,7.153512,16,,,,,,
2459,48.242289,16,,,,,,
2460,490.368785,15,,,,,,
2461,1848.248809,14,,,,,,
2462,1417.979193,7,,,,,,
2463,510.504804,15,,,,,,
2464,339.294514,5,,,,,,
2465,5151.912071,3,,,,,,
2466,1203.464556,6,,,,,,
2467,6437.92423,1,,,,,,
2468,407.177714,5,,,,,,
2469,3929.705042,10,,,,,,
2470,6909.058266,18,,,,,,
2471,1054.905969,0,,,,,,
2472,3664.282588,3,,,,,,
2473,6443.077147,1,,,,,,
2474,4570.04875,9,,,,,,
2475,3573.583803,3,,,,,,
2476,96.699394,13,,,,,,
2477,4968.771623,9,,,,,,
2478,1031.936983,0,,,,,,
2479,3.847042,16,,,,,,
2480,166.258538,17,,,,,,
2481,1589.449271,19,,,,,,
2482,2305.313527,18,,,,,,
2483,818.310935,11,,,,,,
2484,102.751154,13,,,,,,
2485,11416.64736,0,,,,,,
2486,2008.004976,14,,,,,,
2487,5880.218671,14,,,,,,
2488,5354.109275,10,,,,,,
2489,3207.605367,1,,,,,,
2490,4319.531807,10,,,,,,
2491,1343.165153,7,,,,,,
2492,705.645246,12,,,,,,
2493,112.01046,13,,,,,,
2494,1978.041097,14,,,,,,
2495,468.769607,15,,,,,,
2496,15.531077,16,,,,,,
2497,1003.058842,0,,,,,,
2498,220.938626,17,,,,,,
2499,5236.290986,9,,,,,,
2500,505.333425,15,,,,,,
2501,17.896575,16,,,,,,
2502,5550.171932,3,,,,,,
2503,236.507753,17,,,,,,
2504,1132.282217,6,,,,,,
2505,247.857188,17,,,,,,
2506,3312.222433,1,,,,,,
2507,1373.252757,7,,,,,,
2508,71.542751,13,,,,,,
2509,0,16,,,,,,
2510,147.418569,13,,,,,,
2511,774.645244,11,,,,,,
2512,727.467671,12,,,,,,
2513,1115.208504,6,,,,,,
2514,366.441008,5,,,,,,
2515,3891.346976,10,,,,,,
2516,7442.599092,18,,,,,,
2517,752.485849,12,,,,,,
2518,537.491488,15,,,,,,
2519,1890.946618,14,,,,,,
2520,11.269672,16,,,,,,
2521,50.006512,16,,,,,,
2522,5115.712849,1,,,,,,
2523,984.724235,0,,,,,,
2524,952.379745,0,,,,,,
2525,160.681189,13,,,,,,
2526,3461.183622,3,,,,,,
2527,232.638142,17,,,,,,
2528,126.134681,13,,,,,,
2529,1958.649839,14,,,,,,
2530,24.099873,16,,,,,,
2531,4424.767314,9,,,,,,
2532,2297.708974,18,,,,,,
2533,1667.269812,4,,,,,,
2534,74.254958,13,,,,,,
2535,9.526312,16,,,,,,
2536,95.853493,13,,,,,,
2537,772.206384,11,,,,,,
2538,533.163378,15,,,,,,
2539,66.65712,13,,,,,,
2540,918.401897,11,,,,,,
2541,1630.676858,19,,,,,,
2542,2384.257016,2,,,,,,
2543,25.706551,16,,,,,,
2544,956.303408,0,,,,,,
2545,40.627614,16,,,,,,
2546,5010.879703,10,,,,,,
2547,1822.259235,4,,,,,,
2548,4936.913341,9,,,,,,
2549,93.964086,13,,,,,,
2550,512.946312,15,,,,,,
2551,680.889818,12,,,,,,
2552,2177.338711,18,,,,,,
2553,1055.833418,0,,,,,,
2554,153.949311,13,,,,,,
2555,5906.184924,10,,,,,,
2556,1061.394006,0,,,,,,
2557,8.187263,16,,,,,,
2558,126.018616,13,,,,,,
2559,462.598215,15,,,,,,
2560,195.575108,17,,,,,,
2561,4759.70237,9,,,,,,
2562,1581.742203,19,,,,,,
2563,1026.201421,0,,,,,,
2564,1585.806548,19,,,,,,
2565,645.181409,12,,,,,,
2566,237.861439,17,,,,,,
2567,297.004363,5,,,,,,
2568,2895.765754,8,,,,,,
2569,14.58126,16,,,,,,
2570,310.795046,5,,,,,,
2571,3470.333673,3,,,,,,
2572,989.022229,0,,,,,,
2573,2048.834742,14,,,,,,
2574,3037.476732,1,,,,,,
2575,1072.257388,0,,,,,,
2576,5097.916969,0,,,,,,
2577,975.820862,0,,,,,,
2578,5827.830678,1,,,,,,
2579,7543.580736,10,,,,,,
2580,87.802127,13,,,,,,
2581,3268.304631,1,,,,,,
2582,45.295495,16,,,,,,
2583,234.183227,17,,,,,,
2584,36.868847,16,,,,,,
2585,334.1265,5,,,,,,
2586,193.12654,17,,,,,,
2587,443.202789,15,,,,,,
2588,23.39023,16,,,,,,
2589,1872.934017,14,,,,,,
2590,2490.787594,2,,,,,,
2591,3212.093869,1,,,,,,
2592,339.406259,5,,,,,,
2593,11077.99148,19,,,,,,
2594,899.195559,11,,,,,,
2595,1154.410108,6,,,,,,
2596,846.223191,11,,,,,,
2597,597.44365,12,,,,,,
2598,4413.803457,9,,,,,,
2599,3586.05105,3,,,,,,
2600,1965.755378,14,,,,,,
2601,19.897641,16,,,,,,
2602,2740.10065,8,,,,,,
2603,393.700868,5,,,,,,
2604,459.134859,15,,,,,,
2605,4805.164203,9,,,,,,
2606,6668.982024,1,,,,,,
2607,1238.049848,6,,,,,,
2608,7801.511533,3,,,,,,
2609,1114.506863,6,,,,,,
2610,1212.426549,6,,,,,,
2611,210.870503,17,,,,,,
2612,6493.033342,8,,,,,,
2613,3106.036183,1,,,,,,
2614,909.560162,11,,,,,,
2615,3633.533005,3,,,,,,
2616,86.650277,13,,,,,,
2617,86.547135,13,,,,,,
2618,144.513072,13,,,,,,
2619,1182.324933,6,,,,,,
2620,32.821775,16,,,,,,
2621,1.365808,16,,,,,,
2622,119.604008,13,,,,,,
2623,134.238558,13,,,,,,
2624,128.48978,13,,,,,,
2625,749.168331,12,,,,,,
2626,1544.585361,19,,,,,,
2627,172.131105,17,,,,,,
2628,266.475852,17,,,,,,
2629,549.915249,15,,,,,,
2630,0,16,,,,,,
2631,8559.236795,18,,,,,,
2632,6810.401782,18,,,,,,
2633,2917.656276,8,,,,,,
2634,542.807485,15,,,,,,
2635,2362.643772,2,,,,,,
2636,4164.796859,10,,,,,,
2637,1304.460033,7,,,,,,
2638,1601.692049,19,,,,,,
2639,4556.537803,9,,,,,,
2640,751.398349,12,,,,,,
2641,1510.111755,19,,,,,,
2642,3490.855736,3,,,,,,
2643,6384.360491,10,,,,,,
2644,1327.653853,7,,,,,,
2645,9226.646604,1,,,,,,
2646,3441.516174,3,,,,,,
2647,1117.34082,6,,,,,,
2648,1828.62196,4,,,,,,
2649,3011.469977,1,,,,,,
2650,99.680638,13,,,,,,
2651,1517.559661,19,,,,,,
2652,101.025128,13,,,,,,
2653,12.737355,16,,,,,,
2654,1135.816377,6,,,,,,
2655,24.1725,16,,,,,,
2656,763.696095,12,,,,,,
2657,8073.909084,14,,,,,,
2658,745.157677,12,,,,,,
2659,32.915398,16,,,,,,
2660,8198.627284,4,,,,,,
2661,623.955961,12,,,,,,
2662,2123.483416,18,,,,,,
2663,939.348677,11,,,,,,
2664,1372.486104,7,,,,,,
2665,123.05867,13,,,,,,
2666,72.794263,13,,,,,,
2667,2376.965338,2,,,,,,
2668,57.257195,16,,,,,,
2669,7499.658084,18,,,,,,
2670,1564.3964,19,,,,,,
2671,4644.779013,9,,,,,,
2672,7418.314012,3,,,,,,
2673,6001.428376,9,,,,,,
2674,1127.139413,6,,,,,,
2675,41.217844,16,,,,,,
2676,1565.577135,19,,,,,,
2677,5459.785308,1,,,,,,
2678,166.295463,17,,,,,,
2679,19.294559,16,,,,,,
2680,2478.086158,2,,,,,,
2681,5425.936219,2,,,,,,
2682,5239.381493,14,,,,,,
2683,142.278809,13,,,,,,
2684,4192.143919,10,,,,,,
2685,2711.995096,8,,,,,,
2686,432.793131,15,,,,,,
2687,127.808682,13,,,,,,
2688,374.276019,5,,,,,,
2689,20.758677,16,,,,,,
2690,2061.835735,14,,,,,,
2691,1744.956833,4,,,,,,
2692,2241.092286,18,,,,,,
2693,2857.598022,8,,,,,,
2694,1530.725391,19,,,,,,
2695,337.478135,5,,,,,,
2696,5145.092629,10,,,,,,
2697,4659.388091,9,,,,,,
2698,2416.555714,2,,,,,,
2699,1467.212481,19,,,,,,
2700,1555.053764,19,,,,,,
2701,127.062095,13,,,,,,
2702,259.623619,17,,,,,,
2703,28.445432,16,,,,,,
2704,0.01968,16,,,,,,
2705,1258.769693,6,,,,,,
2706,2865.386926,8,,,,,,
2707,276.446975,17,,,,,,
2708,2878.528369,8,,,,,,
2709,499.409588,15,,,,,,
2710,2489.057383,2,,,,,,
2711,44.463463,16,,,,,,
2712,201.463946,17,,,,,,
2713,2508.850418,2,,,,,,
2714,35.942931,16,,,,,,
2715,440.186713,15,,,,,,
2716,783.550476,11,,,,,,
2717,511.569448,15,,,,,,
2718,5901.592192,10,,,,,,
2719,210.618047,17,,,,,,
2720,168.473316,17,,,,,,
2721,1136.796512,6,,,,,,
2722,738.956988,12,,,,,,
2723,858.180885,11,,,,,,
2724,2065.035103,14,,,,,,
2725,16.052971,16,,,,,,
2726,2263.795064,18,,,,,,
2727,1527.905897,19,,,,,,
2728,5266.121863,14,,,,,,
2729,6804.186841,8,,,,,,
2730,2836.605817,8,,,,,,
2731,21.328087,16,,,,,,
2732,259.15982,17,,,,,,
2733,414.196362,5,,,,,,
2734,141.781912,13,,,,,,
2735,30.530541,16,,,,,,
2736,1198.763306,6,,,,,,
2737,6187.219303,9,,,,,,
2738,45.625764,16,,,,,,
2739,358.011796,5,,,,,,
2740,810.52348,11,,,,,,
2741,2910.425009,8,,,,,,
2742,6784.258276,2,,,,,,
2743,229.295689,17,,,,,,
2744,1465.716156,19,,,,,,
2745,2315.997841,18,,,,,,
2746,4202.1695,10,,,,,,
2747,2085.013555,18,,,,,,
2748,51.794504,16,,,,,,
2749,13.363762,16,,,,,,
2750,1141.349418,6,,,,,,
2751,766.261051,11,,,,,,
2752,155.566852,13,,,,,,
2753,1168.692032,6,,,,,,
2754,78.027358,13,,,,,,
2755,6671.450524,18,,,,,,
2756,3057.553683,1,,,,,,
2757,343.003474,5,,,,,,
2758,4360.245187,9,,,,,,
2759,2900.668727,8,,,,,,
2760,3569.826878,3,,,,,,
2761,3412.603461,3,,,,,,
2762,1519.396916,19,,,,,,
2763,1388.825312,7,,,,,,
2764,12.313357,16,,,,,,
2765,300.140362,5,,,,,,
2766,267.88449,17,,,,,,
2767,179.882212,17,,,,,,
2768,49.901311,16,,,,,,
2769,468.138723,15,,,,,,
2770,1197.052656,6,,,,,,
2771,2632.469367,2,,,,,,
2772,24.479088,16,,,,,,
2773,1391.33075,7,,,,,,
2774,2748.868773,8,,,,,,
2775,1525.273429,19,,,,,,
2776,149.345328,13,,,,,,
2777,1364.390161,7,,,,,,
2778,2274.992396,18,,,,,,
2779,2611.487156,2,,,,,,
2780,11930.78446,3,,,,,,
2781,95.843629,13,,,,,,
2782,2518.248504,2,,,,,,
2783,6380.474771,2,,,,,,
2784,937.052256,11,,,,,,
2785,1693.287862,4,,,,,,
2786,111.902733,13,,,,,,
2787,13.925681,16,,,,,,
2788,3003.711667,1,,,,,,
2789,13.75098,16,,,,,,
2790,176.478557,17,,,,,,
2791,2124.720599,18,,,,,,
2792,6043.926807,14,,,,,,
2793,801.513783,11,,,,,,
2794,2791.652315,8,,,,,,
2795,1452.868602,19,,,,,,
2796,5311.500998,3,,,,,,
2797,58.142915,16,,,,,,
2798,1738.454303,4,,,,,,
2799,115.376754,13,,,,,,
2800,1615.436077,19,,,,,,
2801,111.789941,13,,,,,,
2802,11.4334,16,,,,,,
2803,169.019496,17,,,,,,
2804,1016.583226,0,,,,,,
2805,111.729154,13,,,,,,
2806,2486.194077,2,,,,,,
2807,2728.076143,8,,,,,,
2808,467.220993,15,,,,,,
2809,165.192464,17,,,,,,
2810,2414.43578,2,,,,,,
2811,2432.276042,2,,,,,,
2812,1485.081634,19,,,,,,
2813,1723.637852,4,,,,,,
2814,1738.802811,4,,,,,,
2815,1912.691045,14,,,,,,
2816,302.142293,5,,,,,,
2817,185.725079,17,,,,,,
2818,2269.800656,18,,,,,,
2819,750.070967,12,,,,,,
2820,2287.854278,18,,,,,,
2821,7.817753,16,,,,,,
2822,877.603886,11,,,,,,
2823,11642.60156,0,,,,,,
2824,2893.135916,8,,,,,,
2825,1589.083369,19,,,,,,
2826,2540.711001,2,,,,,,
2827,1023.124791,0,,,,,,
2828,3937.87556,10,,,,,,
2829,1079.008102,0,,,,,,
2830,2545.614986,2,,,,,,
2831,1659.414215,4,,,,,,
2832,4484.839808,9,,,,,,
2833,335.360271,5,,,,,,
2834,8214.860286,12,,,,,,
2835,745.72702,12,,,,,,
2836,302.091029,5,,,,,,
2837,438.550144,15,,,,,,
2838,646.745968,12,,,,,,
2839,9266.08054,1,,,,,,
2840,2735.480264,8,,,,,,
2841,160.530303,13,,,,,,
2842,2.386716,16,,,,,,
2843,199.753857,17,,,,,,
2844,1647.990537,4,,,,,,
2845,1362.551313,7,,,,,,
2846,2221.252825,18,,,,,,
2847,101.138672,13,,,,,,
2848,19.411374,16,,,,,,
2849,189.11961,17,,,,,,
2850,67.86054,13,,,,,,
2851,1338.317684,7,,,,,,
2852,5099.850196,10,,,,,,
2853,68.222735,13,,,,,,
2854,4028.756012,10,,,,,,
2855,9.730297,16,,,,,,
2856,224.915345,17,,,,,,
2857,1378.911019,7,,,,,,
2858,2017.948347,14,,,,,,
2859,409.194212,5,,,,,,
2860,3130.53708,1,,,,,,
2861,1143.409012,6,,,,,,
2862,4215.771256,10,,,,,,
2863,54.952957,16,,,,,,
2864,1539.46423,19,,,,,,
2865,2589.500085,2,,,,,,
2866,798.070226,11,,,,,,
2867,6877.333016,3,,,,,,
2868,234.544023,17,,,,,,
2869,4420.693904,9,,,,,,
2870,5757.919072,3,,,,,,
2871,2341.625484,18,,,,,,
2872,1022.687467,0,,,,,,
2873,1497.869891,19,,,,,,
2874,115.340163,13,,,,,,
2875,1175.749847,6,,,,,,
2876,512.058666,15,,,,,,
2877,40.645069,16,,,,,,
2878,12323.84536,6,,,,,,
2879,967.177679,0,,,,,,
2880,97.453056,13,,,,,,
2881,346.782576,5,,,,,,
2882,32.228288,16,,,,,,
2883,39.642014,16,,,,,,
2884,1902.444082,14,,,,,,
2885,600.777518,12,,,,,,
2886,2864.644318,8,,,,,,
2887,4994.957253,10,,,,,,
2888,5392.29598,1,,,,,,
2889,1841.606048,14,,,,,,
2890,2809.125422,8,,,,,,
2891,1305.724538,7,,,,,,
2892,258.148852,17,,,,,,
2893,162.722336,17,,,,,,
2894,4007.610043,10,,,,,,
2895,11.759081,16,,,,,,
2896,1384.008582,7,,,,,,
2897,6980.228444,10,,,,,,
2898,2964.124423,8,,,,,,
2899,78.287038,13,,,,,,
2900,1307.937701,7,,,,,,
2901,27.93791,16,,,,,,
2902,77.305919,13,,,,,,
