,BALANCE,Cluster Number,,,,,
2269,1877.424948,4,,,,,
2270,8.928211,6,,,,,
2271,2139.919711,4,,,,,
2272,137.909416,6,,,,,
2273,1301.549278,0,,,,,
2274,287.140554,3,,,,,
2275,26.621291,6,,,,,
2276,6887.915143,1,,,,,
2277,740.382347,7,,,,,
2278,2719.526277,2,,,,,
2279,9.75539,6,,,,,
2280,1689.319684,0,,,,,
2281,62.053779,6,,,,,
2282,1417.474456,0,,,,,
2283,1613.321542,0,,,,,
2284,392.194003,3,,,,,
2285,936.041324,7,,,,,
2286,527.761784,3,,,,,
2287,1283.402142,0,,,,,
2288,5355.922523,0,,,,,
2289,15.236618,6,,,,,
2290,153.003135,6,,,,,
2291,248.200613,6,,,,,
2292,1466.91925,0,,,,,
2293,1777.056105,4,,,,,
2294,475.171266,3,,,,,
2295,1117.683394,7,,,,,
2296,6891.424677,5,,,,,
2297,14.68344,6,,,,,
2298,1475.973063,0,,,,,
2299,986.583117,7,,,,,
2300,955.41412,7,,,,,
2301,447.808002,3,,,,,
2302,3304.423662,5,,,,,
2303,1135.629139,7,,,,,
2304,933.150722,7,,,,,
2305,1055.369866,7,,,,,
2306,5897.491823,5,,,,,
2307,0,6,,,,,
2308,21.377711,6,,,,,
2309,4920.036231,1,,,,,
2310,4071.792166,1,,,,,
2311,1138.534442,7,,,,,
2312,1158.67621,7,,,,,
2313,2093.844656,4,,,,,
2314,299.464702,3,,,,,
2315,21.928045,6,,,,,
2316,657.223335,3,,,,,
2317,74.34204,6,,,,,
2318,2664.700424,2,,,,,
2319,900.482738,7,,,,,
2320,1146.202492,7,,,,,
2321,9.72453,6,,,,,
2322,3037.608728,2,,,,,
2323,25.184241,6,,,,,
2324,1100.941072,7,,,,,
2325,64.078171,6,,,,,
2326,1.059425,6,,,,,
2327,1095.041551,7,,,,,
2328,234.700486,6,,,,,
2329,7156.345546,1,,,,,
2330,1435.703308,0,,,,,
2331,325.024091,3,,,,,
2332,4395.237251,1,,,,,
2333,25.379719,6,,,,,
2334,400.69973,3,,,,,
2335,3044.269636,2,,,,,
2336,435.905875,3,,,,,
2337,5257.807308,1,,,,,
2338,3860.238072,5,,,,,
2339,1514.750841,0,,,,,
2340,6509.334652,5,,,,,
2341,3338.863375,5,,,,,
2342,3281.958491,5,,,,,
2343,5932.367808,2,,,,,
2344,994.367302,7,,,,,
2345,5925.120611,0,,,,,
2346,162.54754,6,,,,,
2347,1070.486185,7,,,,,
2348,4059.211725,1,,,,,
2349,8356.277203,5,,,,,
2350,929.115076,7,,,,,
2351,2159.370933,4,,,,,
2352,4523.499003,1,,,,,
2353,753.703481,7,,,,,
2354,3778.609797,5,,,,,
2355,947.457151,7,,,,,
2356,606.323282,3,,,,,
2357,73.379518,6,,,,,
2358,516.49276,3,,,,,
2359,906.107168,7,,,,,
2360,2220.063789,4,,,,,
2361,15532.33972,2,,,,,
2362,205.123752,6,,,,,
2363,788.257316,7,,,,,
2364,1073.370435,7,,,,,
2365,1381.753281,0,,,,,
2366,405.162601,3,,,,,
2367,372.924756,3,,,,,
2368,55.681483,6,,,,,
2369,2092.855291,4,,,,,
2370,556.912886,3,,,,,
2371,6.121105,6,,,,,
2372,19.112841,6,,,,,
2373,7803.470739,4,,,,,
2374,5274.508501,2,,,,,
2375,1887.061349,4,,,,,
2376,152.227891,6,,,,,
2377,1193.351573,7,,,,,
2378,2544.036536,2,,,,,
2379,63.064197,6,,,,,
2380,3.29042,6,,,,,
2381,182.959331,6,,,,,
2382,5082.971064,1,,,,,
2383,2817.403474,2,,,,,
2384,320.35306,3,,,,,
2385,2801.239086,2,,,,,
2386,126.289657,6,,,,,
2387,7985.621826,4,,,,,
2388,1084.131331,7,,,,,
2389,5520.201751,5,,,,,
2390,109.594389,6,,,,,
2391,2416.771489,2,,,,,
2392,5701.848812,5,,,,,
2393,2866.054641,2,,,,,
2394,1352.301367,0,,,,,
2395,495.069704,3,,,,,
2396,1299.93337,0,,,,,
2397,3020.900667,2,,,,,
2398,608.752081,3,,,,,
2399,4587.892398,1,,,,,
2400,4005.344926,1,,,,,
2401,534.75165,3,,,,,
2402,34.387537,6,,,,,
2403,11964.83264,1,,,,,
2404,1553.505165,0,,,,,
2405,10.106017,6,,,,,
2406,397.003171,3,,,,,
2407,611.561026,3,,,,,
2408,4840.545574,1,,,,,
2409,0,6,,,,,
2410,1176.992085,7,,,,,
2411,47.107274,6,,,,,
2412,289.529643,3,,,,,
2413,2689.040221,2,,,,,
2414,14.871714,6,,,,,
2415,35.360897,6,,,,,
2416,1902.665938,4,,,,,
2417,17.026818,6,,,,,
2418,229.540732,6,,,,,
2419,186.706199,6,,,,,
2420,1264.152747,0,,,,,
2421,160.15008,6,,,,,
2422,12856.15251,5,,,,,
2423,3034.686119,2,,,,,
2424,2537.257188,2,,,,,
2425,2376.483239,4,,,,,
2426,3625.207579,5,,,,,
2427,3904.008546,5,,,,,
2428,59.263479,6,,,,,
2429,1114.56327,7,,,,,
2430,1128.717636,7,,,,,
2431,451.905949,3,,,,,
2432,6074.986862,1,,,,,
2433,3490.186741,5,,,,,
2434,1368.99507,0,,,,,
2435,60.52124,6,,,,,
2436,1961.322415,4,,,,,
2437,4153.477506,1,,,,,
2438,22.523964,6,,,,,
2439,7593.590618,4,,,,,
2440,46.054436,6,,,,,
2441,8771.507851,4,,,,,
2442,3008.66367,2,,,,,
2443,215.213174,6,,,,,
2444,96.155647,6,,,,,
2445,1101.656754,7,,,,,
2446,4779.786334,1,,,,,
2447,765.880394,7,,,,,
2448,4705.294706,1,,,,,
2449,2008.461205,4,,,,,
2450,2856.16815,2,,,,,
2451,198.12512,6,,,,,
2452,27.851354,6,,,,,
2453,1487.657507,0,,,,,
2454,10915.55075,5,,,,,
2455,107.944741,6,,,,,
2456,117.777688,6,,,,,
2457,862.481024,7,,,,,
2458,7.153512,6,,,,,
2459,48.242289,6,,,,,
2460,490.368785,3,,,,,
2461,1848.248809,4,,,,,
2462,1417.979193,0,,,,,
2463,510.504804,3,,,,,
2464,339.294514,3,,,,,
2465,5151.912071,5,,,,,
2466,1203.464556,7,,,,,
2467,6437.92423,2,,,,,
2468,407.177714,3,,,,,
2469,3929.705042,1,,,,,
2470,6909.058266,4,,,,,
2471,1054.905969,7,,,,,
2472,3664.282588,5,,,,,
2473,6443.077147,2,,,,,
2474,4570.04875,1,,,,,
2475,3573.583803,5,,,,,
2476,96.699394,6,,,,,
2477,4968.771623,1,,,,,
2478,1031.936983,7,,,,,
2479,3.847042,6,,,,,
2480,166.258538,6,,,,,
2481,1589.449271,0,,,,,
2482,2305.313527,4,,,,,
2483,818.310935,7,,,,,
2484,102.751154,6,,,,,
2485,11416.64736,7,,,,,
2486,2008.004976,4,,,,,
2487,5880.218671,4,,,,,
2488,5354.109275,1,,,,,
2489,3207.605367,5,,,,,
2490,4319.531807,1,,,,,
2491,1343.165153,0,,,,,
2492,705.645246,3,,,,,
2493,112.01046,6,,,,,
2494,1978.041097,4,,,,,
2495,468.769607,3,,,,,
2496,15.531077,6,,,,,
2497,1003.058842,7,,,,,
2498,220.938626,6,,,,,
2499,5236.290986,1,,,,,
2500,505.333425,3,,,,,
2501,17.896575,6,,,,,
2502,5550.171932,5,,,,,
2503,236.507753,6,,,,,
2504,1132.282217,7,,,,,
2505,247.857188,6,,,,,
2506,3312.222433,5,,,,,
2507,1373.252757,0,,,,,
2508,71.542751,6,,,,,
2509,0,6,,,,,
2510,147.418569,6,,,,,
2511,774.645244,7,,,,,
2512,727.467671,3,,,,,
2513,1115.208504,7,,,,,
2514,366.441008,3,,,,,
2515,3891.346976,5,,,,,
2516,7442.599092,4,,,,,
2517,752.485849,7,,,,,
2518,537.491488,3,,,,,
2519,1890.946618,4,,,,,
2520,11.269672,6,,,,,
2521,50.006512,6,,,,,
2522,5115.712849,5,,,,,
2523,984.724235,7,,,,,
2524,952.379745,7,,,,,
2525,160.681189,6,,,,,
2526,3461.183622,5,,,,,
2527,232.638142,6,,,,,
2528,126.134681,6,,,,,
2529,1958.649839,4,,,,,
2530,24.099873,6,,,,,
2531,4424.767314,1,,,,,
2532,2297.708974,4,,,,,
2533,1667.269812,0,,,,,
2534,74.254958,6,,,,,
2535,9.526312,6,,,,,
2536,95.853493,6,,,,,
2537,772.206384,7,,,,,
2538,533.163378,3,,,,,
2539,66.65712,6,,,,,
2540,918.401897,7,,,,,
2541,1630.676858,0,,,,,
2542,2384.257016,4,,,,,
2543,25.706551,6,,,,,
2544,956.303408,7,,,,,
2545,40.627614,6,,,,,
2546,5010.879703,1,,,,,
2547,1822.259235,4,,,,,
2548,4936.913341,1,,,,,
2549,93.964086,6,,,,,
2550,512.946312,3,,,,,
2551,680.889818,3,,,,,
2552,2177.338711,4,,,,,
2553,1055.833418,7,,,,,
2554,153.949311,6,,,,,
2555,5906.184924,1,,,,,
2556,1061.394006,7,,,,,
2557,8.187263,6,,,,,
2558,126.018616,6,,,,,
2559,462.598215,3,,,,,
2560,195.575108,6,,,,,
2561,4759.70237,1,,,,,
2562,1581.742203,0,,,,,
2563,1026.201421,7,,,,,
2564,1585.806548,0,,,,,
2565,645.181409,3,,,,,
2566,237.861439,6,,,,,
2567,297.004363,3,,,,,
2568,2895.765754,2,,,,,
2569,14.58126,6,,,,,
2570,310.795046,3,,,,,
2571,3470.333673,5,,,,,
2572,989.022229,7,,,,,
2573,2048.834742,4,,,,,
2574,3037.476732,2,,,,,
2575,1072.257388,7,,,,,
2576,5097.916969,7,,,,,
2577,975.820862,7,,,,,
2578,5827.830678,5,,,,,
2579,7543.580736,1,,,,,
2580,87.802127,6,,,,,
2581,3268.304631,5,,,,,
2582,45.295495,6,,,,,
2583,234.183227,6,,,,,
2584,36.868847,6,,,,,
2585,334.1265,3,,,,,
2586,193.12654,6,,,,,
2587,443.202789,3,,,,,
2588,23.39023,6,,,,,
2589,1872.934017,4,,,,,
2590,2490.787594,2,,,,,
2591,3212.093869,5,,,,,
2592,339.406259,3,,,,,
2593,11077.99148,0,,,,,
2594,899.195559,7,,,,,
2595,1154.410108,7,,,,,
2596,846.223191,7,,,,,
2597,597.44365,3,,,,,
2598,4413.803457,1,,,,,
2599,3586.05105,5,,,,,
2600,1965.755378,4,,,,,
2601,19.897641,6,,,,,
2602,2740.10065,2,,,,,
2603,393.700868,3,,,,,
2604,459.134859,3,,,,,
2605,4805.164203,1,,,,,
2606,6668.982024,2,,,,,
2607,1238.049848,0,,,,,
2608,7801.511533,5,,,,,
2609,1114.506863,7,,,,,
2610,1212.426549,7,,,,,
2611,210.870503,6,,,,,
2612,6493.033342,2,,,,,
2613,3106.036183,5,,,,,
2614,909.560162,7,,,,,
2615,3633.533005,5,,,,,
2616,86.650277,6,,,,,
2617,86.547135,6,,,,,
2618,144.513072,6,,,,,
2619,1182.324933,7,,,,,
2620,32.821775,6,,,,,
2621,1.365808,6,,,,,
2622,119.604008,6,,,,,
2623,134.238558,6,,,,,
2624,128.48978,6,,,,,
2625,749.168331,7,,,,,
2626,1544.585361,0,,,,,
2627,172.131105,6,,,,,
2628,266.475852,6,,,,,
2629,549.915249,3,,,,,
2630,0,6,,,,,
2631,8559.236795,4,,,,,
2632,6810.401782,4,,,,,
2633,2917.656276,2,,,,,
2634,542.807485,3,,,,,
2635,2362.643772,4,,,,,
2636,4164.796859,1,,,,,
2637,1304.460033,0,,,,,
2638,1601.692049,0,,,,,
2639,4556.537803,1,,,,,
2640,751.398349,7,,,,,
2641,1510.111755,0,,,,,
2642,3490.855736,5,,,,,
2643,6384.360491,1,,,,,
2644,1327.653853,0,,,,,
2645,9226.646604,5,,,,,
2646,3441.516174,5,,,,,
2647,1117.34082,7,,,,,
2648,1828.62196,4,,,,,
2649,3011.469977,2,,,,,
2650,99.680638,6,,,,,
2651,1517.559661,0,,,,,
2652,101.025128,6,,,,,
2653,12.737355,6,,,,,
2654,1135.816377,7,,,,,
2655,24.1725,6,,,,,
2656,763.696095,7,,,,,
2657,8073.909084,4,,,,,
2658,745.157677,7,,,,,
2659,32.915398,6,,,,,
2660,8198.627284,0,,,,,
2661,623.955961,3,,,,,
2662,2123.483416,4,,,,,
2663,939.348677,7,,,,,
2664,1372.486104,0,,,,,
2665,123.05867,6,,,,,
2666,72.794263,6,,,,,
2667,2376.965338,4,,,,,
2668,57.257195,6,,,,,
2669,7499.658084,4,,,,,
2670,1564.3964,0,,,,,
2671,4644.779013,1,,,,,
2672,7418.314012,5,,,,,
2673,6001.428376,1,,,,,
2674,1127.139413,7,,,,,
2675,41.217844,6,,,,,
2676,1565.577135,0,,,,,
2677,5459.785308,5,,,,,
2678,166.295463,6,,,,,
2679,19.294559,6,,,,,
2680,2478.086158,2,,,,,
2681,5425.936219,2,,,,,
2682,5239.381493,4,,,,,
2683,142.278809,6,,,,,
2684,4192.143919,1,,,,,
2685,2711.995096,2,,,,,
2686,432.793131,3,,,,,
2687,127.808682,6,,,,,
2688,374.276019,3,,,,,
2689,20.758677,6,,,,,
2690,2061.835735,4,,,,,
2691,1744.956833,0,,,,,
2692,2241.092286,4,,,,,
2693,2857.598022,2,,,,,
2694,1530.725391,0,,,,,
2695,337.478135,3,,,,,
2696,5145.092629,1,,,,,
2697,4659.388091,1,,,,,
2698,2416.555714,2,,,,,
2699,1467.212481,0,,,,,
2700,1555.053764,0,,,,,
2701,127.062095,6,,,,,
2702,259.623619,6,,,,,
2703,28.445432,6,,,,,
2704,0.01968,6,,,,,
2705,1258.769693,0,,,,,
2706,2865.386926,2,,,,,
2707,276.446975,6,,,,,
2708,2878.528369,2,,,,,
2709,499.409588,3,,,,,
2710,2489.057383,2,,,,,
2711,44.463463,6,,,,,
2712,201.463946,6,,,,,
2713,2508.850418,2,,,,,
2714,35.942931,6,,,,,
2715,440.186713,3,,,,,
2716,783.550476,7,,,,,
2717,511.569448,3,,,,,
2718,5901.592192,5,,,,,
2719,210.618047,6,,,,,
2720,168.473316,6,,,,,
2721,1136.796512,7,,,,,
2722,738.956988,7,,,,,
2723,858.180885,7,,,,,
2724,2065.035103,4,,,,,
2725,16.052971,6,,,,,
2726,2263.795064,4,,,,,
2727,1527.905897,0,,,,,
2728,5266.121863,4,,,,,
2729,6804.186841,2,,,,,
2730,2836.605817,2,,,,,
2731,21.328087,6,,,,,
2732,259.15982,6,,,,,
2733,414.196362,3,,,,,
2734,141.781912,6,,,,,
2735,30.530541,6,,,,,
2736,1198.763306,7,,,,,
2737,6187.219303,1,,,,,
2738,45.625764,6,,,,,
2739,358.011796,3,,,,,
2740,810.52348,7,,,,,
2741,2910.425009,2,,,,,
2742,6784.258276,2,,,,,
2743,229.295689,6,,,,,
2744,1465.716156,0,,,,,
2745,2315.997841,4,,,,,
2746,4202.1695,1,,,,,
2747,2085.013555,4,,,,,
2748,51.794504,6,,,,,
2749,13.363762,6,,,,,
2750,1141.349418,7,,,,,
2751,766.261051,7,,,,,
2752,155.566852,6,,,,,
2753,1168.692032,7,,,,,
2754,78.027358,6,,,,,
2755,6671.450524,4,,,,,
2756,3057.553683,2,,,,,
2757,343.003474,3,,,,,
2758,4360.245187,1,,,,,
2759,2900.668727,2,,,,,
2760,3569.826878,5,,,,,
2761,3412.603461,5,,,,,
2762,1519.396916,0,,,,,
2763,1388.825312,0,,,,,
2764,12.313357,6,,,,,
2765,300.140362,3,,,,,
2766,267.88449,6,,,,,
2767,179.882212,6,,,,,
2768,49.901311,6,,,,,
2769,468.138723,3,,,,,
2770,1197.052656,7,,,,,
2771,2632.469367,2,,,,,
2772,24.479088,6,,,,,
2773,1391.33075,0,,,,,
2774,2748.868773,2,,,,,
2775,1525.273429,0,,,,,
2776,149.345328,6,,,,,
2777,1364.390161,0,,,,,
2778,2274.992396,4,,,,,
2779,2611.487156,2,,,,,
2780,11930.78446,5,,,,,
2781,95.843629,6,,,,,
2782,2518.248504,2,,,,,
2783,6380.474771,2,,,,,
2784,937.052256,7,,,,,
2785,1693.287862,0,,,,,
2786,111.902733,6,,,,,
2787,13.925681,6,,,,,
2788,3003.711667,2,,,,,
2789,13.75098,6,,,,,
2790,176.478557,6,,,,,
2791,2124.720599,4,,,,,
2792,6043.926807,4,,,,,
2793,801.513783,7,,,,,
2794,2791.652315,2,,,,,
2795,1452.868602,0,,,,,
2796,5311.500998,5,,,,,
2797,58.142915,6,,,,,
2798,1738.454303,0,,,,,
2799,115.376754,6,,,,,
2800,1615.436077,0,,,,,
2801,111.789941,6,,,,,
2802,11.4334,6,,,,,
2803,169.019496,6,,,,,
2804,1016.583226,7,,,,,
2805,111.729154,6,,,,,
2806,2486.194077,2,,,,,
2807,2728.076143,2,,,,,
2808,467.220993,3,,,,,
2809,165.192464,6,,,,,
2810,2414.43578,2,,,,,
2811,2432.276042,2,,,,,
2812,1485.081634,0,,,,,
2813,1723.637852,0,,,,,
2814,1738.802811,0,,,,,
2815,1912.691045,4,,,,,
2816,302.142293,3,,,,,
2817,185.725079,6,,,,,
2818,2269.800656,4,,,,,
2819,750.070967,7,,,,,
2820,2287.854278,4,,,,,
2821,7.817753,6,,,,,
2822,877.603886,7,,,,,
2823,11642.60156,7,,,,,
2824,2893.135916,2,,,,,
2825,1589.083369,0,,,,,
2826,2540.711001,2,,,,,
2827,1023.124791,7,,,,,
2828,3937.87556,1,,,,,
2829,1079.008102,7,,,,,
2830,2545.614986,2,,,,,
2831,1659.414215,0,,,,,
2832,4484.839808,1,,,,,
2833,335.360271,3,,,,,
2834,8214.860286,3,,,,,
2835,745.72702,7,,,,,
2836,302.091029,3,,,,,
2837,438.550144,3,,,,,
2838,646.745968,3,,,,,
2839,9266.08054,2,,,,,
2840,2735.480264,2,,,,,
2841,160.530303,6,,,,,
2842,2.386716,6,,,,,
2843,199.753857,6,,,,,
2844,1647.990537,0,,,,,
2845,1362.551313,0,,,,,
2846,2221.252825,4,,,,,
2847,101.138672,6,,,,,
2848,19.411374,6,,,,,
2849,189.11961,6,,,,,
2850,67.86054,6,,,,,
2851,1338.317684,0,,,,,
2852,5099.850196,1,,,,,
2853,68.222735,6,,,,,
2854,4028.756012,1,,,,,
2855,9.730297,6,,,,,
2856,224.915345,6,,,,,
2857,1378.911019,0,,,,,
2858,2017.948347,4,,,,,
2859,409.194212,3,,,,,
2860,3130.53708,5,,,,,
2861,1143.409012,7,,,,,
2862,4215.771256,1,,,,,
2863,54.952957,6,,,,,
2864,1539.46423,0,,,,,
2865,2589.500085,2,,,,,
2866,798.070226,7,,,,,
2867,6877.333016,5,,,,,
2868,234.544023,6,,,,,
2869,4420.693904,1,,,,,
2870,5757.919072,5,,,,,
2871,2341.625484,4,,,,,
2872,1022.687467,7,,,,,
2873,1497.869891,0,,,,,
2874,115.340163,6,,,,,
2875,1175.749847,7,,,,,
2876,512.058666,3,,,,,
2877,40.645069,6,,,,,
2878,12323.84536,0,,,,,
2879,967.177679,7,,,,,
2880,97.453056,6,,,,,
2881,346.782576,3,,,,,
2882,32.228288,6,,,,,
2883,39.642014,6,,,,,
2884,1902.444082,4,,,,,
2885,600.777518,3,,,,,
2886,2864.644318,2,,,,,
2887,4994.957253,1,,,,,
2888,5392.29598,5,,,,,
2889,1841.606048,4,,,,,
2890,2809.125422,2,,,,,
2891,1305.724538,0,,,,,
2892,258.148852,6,,,,,
2893,162.722336,6,,,,,
2894,4007.610043,1,,,,,
2895,11.759081,6,,,,,
2896,1384.008582,0,,,,,
2897,6980.228444,1,,,,,
2898,2964.124423,2,,,,,
2899,78.287038,6,,,,,
2900,1307.937701,0,,,,,
2901,27.93791,6,,,,,
2902,77.305919,6,,,,,
2903,807.091888,7,,,,,
2904,5423.576453,5,,,,,
2905,1290.524209,0,,,,,
2906,34.869037,6,,,,,
2907,811.564879,7,,,,,
2908,1109.109473,7,,,,,
2909,969.034643,7,,,,,
2910,80.167956,6,,,,,
2911,607.912561,3,,,,,
2912,0,6,,,,,
2913,1758.703148,0,,,,,
2914,169.062888,6,,,,,
2915,268.577278,6,,,,,
2916,1431.670328,0,,,,,
2917,241.097264,6,,,,,
2918,1484.705242,0,,,,,
2919,54.80309,6,,,,,
2920,1687.570137,0,,,,,
2921,1182.045732,7,,,,,
2922,2304.087171,4,,,,,
2923,8030.872986,5,,,,,
2924,1.151323,6,,,,,
2925,188.701762,6,,,,,
2926,2136.814161,4,,,,,
2927,1747.858092,0,,,,,
2928,2637.334329,2,,,,,
2929,499.437461,3,,,,,
2930,21.32716,6,,,,,
2931,1534.294061,0,,,,,
2932,61.954938,6,,,,,
2933,1294.324002,0,,,,,
2934,657.831607,3,,,,,
2935,2708.9687,2,,,,,
2936,689.764098,3,,,,,
2937,6329.586806,4,,,,,
2938,4446.40675,1,,,,,
2939,1173.662921,7,,,,,
2940,21.881488,6,,,,,
2941,1518.638794,0,,,,,
2942,1061.439175,7,,,,,
2943,1579.728772,0,,,,,
2944,6.149295,6,,,,,
2945,2848.735428,2,,,,,
2946,32.215585,6,,,,,
2947,5823.907919,1,,,,,
2948,978.567283,7,,,,,
2949,1588.447753,0,,,,,
2950,1530.883538,0,,,,,
2951,180.230777,6,,,,,
2952,256.182628,6,,,,,
2953,1794.484219,4,,,,,
2954,1103.988247,7,,,,,
2955,1783.622522,4,,,,,
2956,3560.734141,5,,,,,
2957,4751.340645,1,,,,,
2958,33.663794,6,,,,,
2959,124.739834,6,,,,,
2960,2786.494499,2,,,,,
2961,6538.064926,2,,,,,
2962,4360.032452,1,,,,,
2963,1013.23312,7,,,,,
2964,7215.745096,5,,,,,
2965,2320.402196,4,,,,,
2966,8791.161142,5,,,,,
2967,22.720976,6,,,,,
2968,1083.787792,7,,,,,
2969,3.744802,6,,,,,
2970,5968.583246,7,,,,,
2971,2249.367093,4,,,,,
2972,326.648686,3,,,,,
2973,3481.400783,5,,,,,
2974,2237.238086,4,,,,,
2975,1611.720259,0,,,,,
2976,3294.951011,5,,,,,
2977,1436.783799,0,,,,,
2978,78.44322,6,,,,,
2979,3586.66025,5,,,,,
2980,1119.464067,7,,,,,
2981,190.872836,6,,,,,
2982,4881.395564,1,,,,,
2983,891.111576,7,,,,,
2984,124.732546,6,,,,,
2985,1820.216623,4,,,,,
2986,212.080181,6,,,,,
2987,2135.406047,4,,,,,
2988,523.329585,3,,,,,
2989,2655.715643,2,,,,,
2990,17.415068,6,,,,,
2991,347.577293,3,,,,,
2992,2201.533726,4,,,,,
2993,169.850339,6,,,,,
2994,1584.358415,0,,,,,
2995,5030.927831,5,,,,,
2996,982.165343,7,,,,,
2997,233.376877,6,,,,,
2998,1201.149593,7,,,,,
2999,36.607995,6,,,,,
3000,2380.291402,4,,,,,
3001,198.377577,6,,,,,
3002,27.585915,6,,,,,
3003,1369.969909,0,,,,,
3004,100.037595,6,,,,,
3005,1412.593167,0,,,,,
3006,3473.463277,5,,,,,
3007,411.894578,3,,,,,
3008,3380.990237,5,,,,,
3009,381.959463,3,,,,,
3010,449.456201,3,,,,,
3011,1134.830372,7,,,,,
3012,1358.798385,0,,,,,
3013,177.550964,6,,,,,
3014,1310.839573,0,,,,,
3015,1088.568358,7,,,,,
3016,341.233281,3,,,,,
3017,1289.327381,0,,,,,
3018,597.297664,3,,,,,
3019,894.081947,7,,,,,
3020,1492.035204,0,,,,,
3021,112.514659,6,,,,,
3022,795.401963,7,,,,,
3023,1987.474619,4,,,,,
3024,6995.3025,2,,,,,
3025,72.518075,6,,,,,
3026,541.61305,3,,,,,
3027,1919.443036,4,,,,,
3028,60.837925,6,,,,,
3029,33.954525,6,,,,,
3030,491.91535,3,,,,,
3031,733.988674,7,,,,,
3032,5606.778018,5,,,,,
3033,408.310297,3,,,,,
3034,580.649334,3,,,,,
3035,2709.099711,2,,,,,
3036,3821.413393,5,,,,,
3037,1224.95436,7,,,,,
3038,3846.74253,5,,,,,
3039,5500.316126,5,,,,,
3040,364.516232,3,,,,,
3041,688.993252,3,,,,,
3042,3781.053716,5,,,,,
3043,1394.445085,0,,,,,
3044,117.205812,6,,,,,
3045,4373.439331,1,,,,,
3046,2931.237524,2,,,,,
3047,310.666963,3,,,,,
3048,970.120944,7,,,,,
3049,931.144615,7,,,,,
3050,1484.996584,0,,,,,
3051,1967.931753,4,,,,,
3052,74.653975,6,,,,,
3053,84.783684,6,,,,,
3054,668.742738,3,,,,,
3055,3790.510114,5,,,,,
3056,58.241599,6,,,,,
3057,226.804333,6,,,,,
3058,216.595085,6,,,,,
3059,1552.53528,0,,,,,
3060,1131.445959,7,,,,,
3061,1048.403657,7,,,,,
3062,460.956973,3,,,,,
3063,5873.201628,1,,,,,
3064,281.349361,3,,,,,
3065,1207.886609,7,,,,,
3066,9.12851,6,,,,,
3067,929.473356,7,,,,,
3068,907.120507,7,,,,,
3069,744.112849,7,,,,,
3070,0,6,,,,,
3071,1499.324936,0,,,,,
3072,89.229937,6,,,,,
3073,1057.142919,7,,,,,
3074,2160.127684,4,,,,,
3075,740.231763,7,,,,,
3076,666.314773,3,,,,,
3077,1293.044047,0,,,,,
3078,1360.795674,0,,,,,
3079,13.362018,6,,,,,
3080,2878.715983,2,,,,,
3081,1792.255588,4,,,,,
3082,1939.822738,4,,,,,
3083,2939.047848,2,,,,,
3084,888.023397,7,,,,,
3085,13.959639,6,,,,,
3086,4413.461158,1,,,,,
3087,2900.59088,2,,,,,
3088,2600.500163,2,,,,,
3089,4075.540208,1,,,,,
3090,791.117673,7,,,,,
3091,950.31308,7,,,,,
3092,3.64248,6,,,,,
3093,6773.941979,5,,,,,
3094,906.830419,7,,,,,
3095,1705.435895,0,,,,,
3096,2311.164692,4,,,,,
3097,2262.825216,4,,,,,
3098,380.351858,3,,,,,
3099,3218.51979,5,,,,,
3100,2089.451704,4,,,,,
3101,103.611789,6,,,,,
3102,1589.141901,0,,,,,
3103,6369.895861,1,,,,,
3104,4028.315428,1,,,,,
3105,725.529062,3,,,,,
3106,1766.619204,4,,,,,
3107,1935.116931,4,,,,,
3108,1487.517111,0,,,,,
3109,4037.543707,1,,,,,
3110,7.954284,6,,,,,
3111,147.193451,6,,,,,
3112,1125.539048,7,,,,,
3113,1950.956894,4,,,,,
3114,972.283554,7,,,,,
3115,5931.699858,1,,,,,
3116,1956.708852,4,,,,,
3117,1384.792038,0,,,,,
3118,7857.659056,5,,,,,
3119,0,6,,,,,
3120,5211.684904,4,,,,,
3121,1832.096639,4,,,,,
3122,607.20006,3,,,,,
3123,9753.114706,5,,,,,
3124,66.163293,6,,,,,
3125,859.588282,7,,,,,
3126,44.081566,6,,,,,
3127,3776.150532,5,,,,,
3128,99.527723,6,,,,,
3129,2972.931391,2,,,,,
3130,1941.315169,4,,,,,
3131,2852.354665,2,,,,,
3132,432.058764,3,,,,,
3133,240.814517,6,,,,,
3134,978.091862,7,,,,,
3135,7387.803893,1,,,,,
3136,1454.188994,0,,,,,
3137,21.968945,6,,,,,
3138,56.091512,6,,,,,
3139,5920.486917,0,,,,,
3140,216.702671,6,,,,,
3141,9629.808851,5,,,,,
3142,870.774939,7,,,,,
3143,867.244416,7,,,,,
3144,429.887213,3,,,,,
3145,1884.252524,4,,,,,
3146,1801.045046,4,,,,,
3147,464.445178,3,,,,,
3148,1876.290248,4,,,,,
3149,1471.557317,0,,,,,
3150,410.021801,3,,,,,
3151,292.688812,3,,,,,
3152,5176.531297,2,,,,,
3153,7776.4369,4,,,,,
3154,1562.698176,0,,,,,
3155,7682.12519,2,,,,,
3156,2251.631886,4,,,,,
3157,2783.614341,2,,,,,
3158,2392.332606,2,,,,,
3159,4418.554352,1,,,,,
3160,226.35396,6,,,,,
3161,148.7321,6,,,,,
3162,793.005227,7,,,,,
3163,960.221148,7,,,,,
3164,2011.929899,4,,,,,
3165,7293.108794,1,,,,,
3166,1033.41108,7,,,,,
3167,1375.427868,0,,,,,
3168,0.683939,6,,,,,
3169,1328.569532,0,,,,,
